codepoint,x,y,width,height,active_width,anchor,top_row,bottom_row,bitmap_hex
31639,91,379,16,16,15,baseline,1,14,0000;030E;7FFE;0DDB;1FFD;180C;1FFC;180C;1FFC;1FFC;1FFC;0630;7FFF;061C;0607;0000
31665,109,379,16,16,15,baseline,0,14,0608;060C;7FFC;1FBE;19B6;3F18;7F7E;63FE;7F38;637C;637C;7F5E;631F;631A;7F18;0000
31867,127,379,16,16,14,baseline,0,14,08C4;0CCC;0ED8;3FFF;3FFF;03F0;0FFC;3CCF;30C3;00C0;3FFF;03E0;03F0;1F3E;3C0F;0000
31869,145,379,16,16,15,baseline,0,14,000C;3FEC;7FEF;383F;183F;0C1E;0C3F;7FBF;7FCE;0C1E;0C3F;0C0F;0C0D;0F8C;078C;0000
31918,163,379,16,16,14,baseline,1,14,0000;0208;062A;3FEA;30FE;30FE;3FFE;30FE;3FDC;36FC;3EEE;1CCB;1ACA;33C8;20C8;0000
31934,181,379,16,16,13,baseline,1,14,0000;0204;1FF5;031F;1FDF;020F;1FE6;001F;1FCE;18CE;1FDF;18C7;1FC5;18C4;1CC4;0000
31995,199,379,16,16,14,baseline,1,14,0000;1FF8;07FE;0470;0718;03FC;04FC;0C78;1FFE;30FE;04D8;0CDC;18CE;30F7;00F0;0000
32032,217,379,16,16,15,baseline,0,14,0180;0180;7FFE;1FF8;1FFC;7FFF;7FFE;0E70;07FC;19E0;3FFC;7FFE;0D98;39FE;61E6;0000
32047,235,379,16,16,14,baseline,1,14,0000;1FFE;18C6;1FFE;18C6;1FFE;1FFE;031C;05FE;0CF8;1FFE;3FFF;06CC;1CCF;30F3;0000
32422,253,379,16,16,15,baseline,1,14,0000;0318;0318;7F0C;7FAC;61B6;60FF;6318;670C;6E7E;6C1E;6000;607E;3C3F;3C00;0000
32423,271,379,16,16,14,baseline,1,14,0000;0008;1FCC;0FCC;0D86;0DB6;3D9F;3198;3BBC;1BBE;1EC7;0CF8;1EFF;3BE7;2160;0000
32437,289,379,16,16,16,baseline,0,14,1998;1998;198C;19AC;19B6;19BF;199E;398C;3BBE;3FBE;3EC2;6CF8;66FE;C666;0240;0000
32447,307,379,16,16,15,baseline,0,14,1E18;3E18;260C;3F2C;1FF6;063F;7E1E;3FCC;67FE;763E;3C06;1C30;4F3E;7BCE;70C0;0000
32451,325,379,16,16,15,baseline,0,14,0104;0186;3FE6;3FE6;009B;07FF;07EF;0666;3FE6;1FFF;16C7;36D8;367F;6633;0380;0000
32452,343,379,16,16,15,baseline,0,14,0018;3F98;3F8C;318C;31A6;3FB7;3FBF;319E;318C;31BE;3FBF;3180;31BE;7FCF;7FC0;0000
32456,361,379,16,16,16,baseline,0,14,0208;0718;7F0C;338C;3FF6;1E7E;1E1F;7F8C;E3EC;4E3E;1C0E;0100;0FFE;3E1F;3000;0000
32463,379,379,16,16,15,baseline,0,14,000C;3FCC;1FC6;1C06;0E33;1F9F;39EF;206E;3FDE;3FDF;0607;0610;061F;7FEF;7FE1;0000
32467,397,379,16,16,15,baseline,0,14,0C18;0C18;7F8C;7FCC;0C26;0C3F;7FBE;7F98;000C;7FFE;7F8E;6180;61FE;7F9F;7F80;0000
32472,415,379,16,16,16,baseline,0,14,0408;0C18;0E0C;1B0C;73B6;E1FE;7FDF;000C;7FFC;7FFE;030E;3320;31BC;7FCF;6FC2;0000
32473,433,379,16,16,15,baseline,0,14,0400;0E18;0E1C;1B0C;3B66;7FFE;7FDF;0018;1F0C;3FBE;319E;3180;31FE;3F9E;3F80;0000
32479,451,379,16,16,15,baseline,0,14,0408;0E18;7F9C;7FCC;0736;333E;399F;7FDC;4BCC;1B3E;198E;19A0;59BC;58DF;78E2;0000
32487,469,379,16,16,16,baseline,0,14,0808;08D8;6BCC;2ACC;3AE6;18F6;7FDF;1CDA;3CCC;6EFE;6BFE;09C2;08FC;FFDF;7F80;0000
32493,487,379,16,16,14,baseline,0,14,060C;060C;1FC6;0706;3FFB;3FFF;368F;1786;06E6;069F;3FE7;0718;1F9F;39C3;3060;0000
32512,505,379,16,16,15,baseline,0,14,0008;7FEC;730C;3DE4;3DD6;7BDF;6E6F;042C;7FFE;6F1E;3DE2;39D8;39DE;7F72;6630;0000
32531,523,379,16,16,15,baseline,0,14,3808;7FD8;66CC;358C;7FF6;7FFF;031F;7FEC;03BE;3FBF;3386;37F0;1EFE;7F67;73A0;0000
32536,541,379,16,16,15,baseline,0,14,008C;1FCC;18C6;18C6;1FD3;0C19;7FEF;038D;3BE6;1F9F;16E7;3758;37DF;26E3;0700;0000
32541,559,379,16,16,15,baseline,1,14,0000;0C58;7ECC;37CC;1CB6;7E3E;6BFF;7FC8;188C;3EBE;188E;7FA0;18FE;0BFF;7E62;0000
32553,1,397,16,16,16,baseline,0,14,0400;0618;FFCC;E0CC;41F6;7F9E;18DF;1CCE;7ECC;66FE;66FE;7EC2;66F8;66DE;7EC2;0000
32570,19,397,16,16,15,baseline,0,14,0C06;0C06;0C7E;3FFE;3F1B;2C18;2C7F;7F7F;7FDA;1EDA;1E5A;3E5A;337E;63FE;6180;0000
32622,37,397,16,16,14,baseline,1,14,0000;3FFE;3332;3FFE;1FFE;3FFF;1FFF;0FFC;0FFC;0FFC;0FFC;0FFC;0FFC;0C0C;3FFF;0000
32763,55,397,16,16,15,baseline,0,14,0038;7FBF;666A;6E3A;6FFF;7FBC;7F7E;664B;7709;7F7F;6FEB;667F;666B;667F;3B7F;0000
32780,73,397,16,16,14,baseline,1,14,0000;3FFF;3FFF;00E0;1FFE;3FFF;3333;3333;3333;3333;3333;3333;3333;3F33;1F33;0000
32791,91,397,16,16,15,baseline,0,14,100C;1C0C;0FBF;07CC;060C;3E3F;1F8C;078C;067F;7F9C;0FFE;063F;660F;660C;3E0C;0000
32858,109,397,16,16,15,baseline,1,14,0000;3FFF;3FE6;397E;1FE6;1E7E;3FF6;33FF;1FE0;17FE;3CF8;0FDF;0EF8;7CDF;00C2;0000
32905,127,397,16,16,14,baseline,0,14,00C0;00C0;10C0;3FFF;3FFF;31E3;33F3;36FB;30CB;30E3;33E3;373B;361B;3C03;1C03;0000
32933,145,397,16,16,16,baseline,1,14,0000;7FFE;7FFE;69E6;69FE;69FE;69E6;7FE6;7FFE;01FE;01E6;C1E6;C1E6;7FFA;7F3B;0000
32972,163,397,16,16,14,baseline,0,14,01B0;19B0;1FBF;03B0;21BF;3F3F;1F30;0FFC;0C0C;0FFC;0C0C;0C0C;0FFC;0C0C;0F0C;0000
33021,181,397,16,16,15,baseline,0,14,010C;1136;1F36;0F7F;217F;2300;3F7F;0363;0163;397F;1F63;077F;6163;7F7B;3F3B;0000
33033,199,397,16,16,16,baseline,0,14,0200;1F3E;1C3E;0FB6;0FB6;6C3E;6FF6;3FF6;1F3E;3DBE;3DB6;6CF6;CCF6;0F3B;0F3B;0000
33151,217,397,16,16,15,baseline,1,14,0000;3F3F;337B;335B;3F5B;331F;3F7B;035B;2F5B;3B5F;1B5B;3F5B;23FB;3FFD;7F3D;0000
33258,235,397,16,16,12,baseline,0,14,0020;0060;0FFF;0FFF;0C03;0C03;0FFF;0FFF;0C03;0FFF;0FFF;0C03;0C03;0FFF;0FFF;0000
33267,253,397,16,16,14,baseline,1,14,0000;3FFF;1FFF;0618;0E1C;1FCE;1FFE;1006;00C0;1FFE;1FFE;00C0;00C0;3FFF;3FFF;0000
33337,271,397,16,16,15,baseline,0,14,0018;3E18;3618;367E;3666;337E;7376;61FE;3E7F;7F6E;637E;6376;6366;7F76;7F73;0000
33410,289,397,16,16,14,baseline,0,14,0618;0618;3FFF;3FFF;0618;0000;1FFF;1FFF;1830;1830;1830;1F30;1F30;0030;0030;0000
33455,307,397,16,16,14,baseline,0,14,0618;0618;3FFF;3FFF;0618;06D8;00C0;0190;199E;191E;301E;341B;341B;07F1;07F0;0000
33457,325,397,16,16,15,baseline,0,14,0630;0638;3FFF;3FFF;0610;0198;1198;3D8C;0F8E;03CF;01EF;218C;618C;3F8C;3F0C;0000
33509,343,397,16,16,14,baseline,0,14,0618;0618;3FFF;3FFF;0678;0060;3FFF;3FFF;0018;1FFC;1FFE;181F;1819;1FF8;1FF8;0000
33539,361,397,16,16,14,baseline,0,14,0618;0618;3FFF;0618;0618;1FC6;1FFC;1868;1867;1E6E;1E70;0078;206C;3FE6;3FC3;0000
33719,379,397,16,16,14,baseline,0,14,0630;3FFF;3FFF;0630;0E12;1E1E;160E;3FFF;3FD8;071C;071F;0F9B;1998;38D8;306E;0000
33756,397,397,16,16,14,baseline,0,14,0618;0618;3FFF;0618;1FF0;0FFF;1866;18C6;0CCC;3FFF;3FFF;03F0;0FDC;3CCF;30C1;0000
33829,415,397,16,16,15,baseline,0,14,0618;0618;7FFF;0618;0000;3FFF;3003;3FFB;0C18;0FF8;0000;1FFE;1806;180E;1FFE;0000
33853,433,397,16,16,14,baseline,0,14,0618;3FFF;3FFF;0392;00C6;1FEC;18E8;0FF3;0787;3FE6;38F0;1FEC;186E;1867;1FE3;0000
34255,451,397,16,16,16,baseline,0,14,0410;7FFE;7FFE;3C10;6C00;7FFA;2DFA;6DFE;3FFA;3FFF;3BFF;1BFA;DFFA;FFFF;772F;0000
34656,469,397,16,16,15,baseline,0,14,0008;7FC8;0008;003F;3FBF;30AB;3FAB;002B;7FFF;7FFF;6CE8;7FE8;64FE;7FFF;7FC0;0000
34701,487,397,16,16,15,baseline,0,14,0800;08FF;0800;3F7F;3F63;2B63;2B7F;2B7E;2BFF;3FF7;08DF;28FF;68C9;7FC9;6F69;0000
34880,505,397,16,16,16,baseline,0,14,0080;00C0;00C0;3FFC;3FFC;326C;326C;326C;326C;326C;326C;326C;326C;FFFF;FFFF;0000
34892,523,397,16,16,16,baseline,0,14,0010;7F98;7F8C;0006;0032;7FB8;FFDC;181E;181F;181A;1818;1818;1818;1E18;1E18;0000
34917,541,397,16,16,16,baseline,0,14,0608;0618;0618;067E;067E;1E70;3EB0;76F8;E67C;06DF;06DA;0618;0618;0618;0618;0000
34920,559,397,16,16,15,baseline,0,15,0180;3FFE;3FFE;0180;3FFC;0180;0180;7FFE;23E0;3370;3F3C;0E3F;1D30;79F0;70F8;0010
34928,1,415,16,16,14,baseline,0,14,0040;00C0;3FFF;0000;0FFC;0C0C;3FFF;0C0C;0FFC;11F0;1F3C;0F1F;0EDB;3CF8;3018;0000
34955,19,415,16,16,14,baseline,1,14,0000;0D90;1998;3FDC;1FEE;260F;3E08;3CC8;0180;3FFE;11F0;1F3E;0E3E;3DF0;3078;0000
34987,37,415,16,16,16,baseline,0,14,0C0C;0C0C;7FC8;FFFF;6CDE;6CD8;0CD8;7FEC;7FFE;33FF;3EFE;1ECC;1E6C;77EC;61AC;0000
34989,55,415,16,16,14,baseline,1,14,0000;0330;1FFF;1FFF;0D98;0798;31FE;1FF7;0F60;1FFF;0CF8;0F9E;071F;1EF8;187C;0000
35201,73,415,16,16,14,baseline,1,14,0000;3FFF;3FFF;0330;3FFE;3332;3FFE;1FFE;0070;3FFF;0618;073C;03FC;1FFF;1C3F;0000
35206,91,415,16,16,14,baseline,1,14,0000;3FFF;0330;3FFE;3FFE;1FFE;3FEC;1FF7;1FFF;1FCE;1FC6;1FC7;1FE6;0FB6;3FF6;0000
35265,109,415,16,16,15,baseline,0,14,1FFC;1FFC;180C;198C;198C;198C;198C;18CC;1BCC;03C0;63E0;6370;7F3C;3F0F;0002;0000
35268,127,415,16,16,15,baseline,0,14,0018;7F98;6198;61FE;6DBE;6D98;6D98;6DFF;659C;2F18;0E3C;4E6C;4F6E;4D86;78C2;0000
35272,145,415,16,16,13,baseline,1,14,0000;0190;0193;1F93;06D3;06D3;0C12;0000;0FFC;0C44;0C64;0CE4;04F4;19BC;1F8F;0000
35302,163,415,16,16,16,baseline,0,14,0C08;0C0C;0C7C;7F6E;7FFE;4DFF;4DD6;4DFE;7FD6;7FD6;6CFE;6CD6;7CD6;FFD6;C1F3;0000
35745,181,415,16,16,16,baseline,0,14,0C0C;0C1C;0C38;0C10;0C00;FFDF;FFDF;0C18;0C18;0C18;0C18;0C78;0C38;0C1C;0C08;0000
35748,199,415,16,16,15,baseline,0,14,0604;060C;0618;0610;0600;060E;061F;0E18;0E18;0F18;0B18;1B78;39B8;71DC;60CC;0000
35753,217,415,16,16,16,baseline,0,14,060C;061C;0638;0610;0600;3E1E;7E1F;0618;0618;0618;0618;0678;0638;FFFC;FFCC;0000
35757,235,415,16,16,14,baseline,1,14,0000;30C6;36CE;36CC;36C0;36C7;36CF;36CC;36CC;36CC;36EC;367C;367C;306E;3036;0000
35758,253,415,16,16,15,baseline,1,14,0000;1102;3366;1B6C;1A60;1867;18C7;0CC4;0DC4;0784;0784;0714;0F9C;3CEE;7876;0000
35760,271,415,16,16,16,baseline,1,14,0000;3FCC;7FDC;6018;6000;601E;609F;7FD8;60D8;00D8;00D8;40F8;C0F8;7FDC;7F8C;0000
35768,289,415,16,16,16,baseline,0,14,0180;018C;7F98;7F90;0DC0;0CDE;0C5F;0C18;FFD8;7FD8;0C18;0C38;0C78;0C1C;0C08;0000
35774,307,415,16,16,15,baseline,0,14,1FC6;1FCC;18C8;18C0;78EF;006F;1FEC;3FEC;18CC;18CC;0F9C;071C;1FCE;78F6;2000;0000
35775,325,415,16,16,16,baseline,0,14,0400;060C;041C;FFD8;FFC0;031E;131F;3F18;3318;3398;3198;31F8;31FC;3CCC;1C40;0000
35777,343,415,16,16,15,baseline,1,14,0000;3FE6;3FEE;060C;0600;064F;06CF;3ECC;3ECC;06CC;06CC;06DC;06DC;7FEE;7FE6;0000
35789,361,415,16,16,14,baseline,1,14,0000;3FE6;3FEE;300C;37E0;300F;300F;37CC;364C;364C;364C;37DC;305C;3C0E;3C06;0000
35797,379,415,16,16,15,baseline,0,14,1C02;3C06;2C0C;3FE8;7FF0;0C07;0C0F;0FEC;0FEC;0C8C;0C8C;6F9C;7BFC;78EE;3004;0000
35813,397,415,16,16,15,baseline,0,15,0400;0C0C;7FDC;7FD8;0300;330E;3FDF;1FD8;6E18;7718;3BD8;1CD8;1E38;73F8;61EC;0040
35821,415,415,16,16,15,baseline,1,14,0000;3FE6;3FEE;018C;1FE0;1987;198F;7FFC;7FEC;000C;3FEC;307C;307C;386E;3FE6;0000
35823,433,415,16,16,15,baseline,1,14,0000;3FE6;306E;306C;3FE0;3FC7;000F;3FEC;3FEC;030C;7FEC;071C;0F9C;3DCE;78E4;0000
35828,451,415,16,16,14,baseline,1,14,0000;18C6;0CCE;0DCC;1FE0;1867;106F;1FEC;1FEC;0D8C;0DCC;0CFC;2CDE;3C7E;3C32;0000
35831,469,415,16,16,15,baseline,0,14,0600;0606;3FEE;1FCC;1FC0;7FFF;7FFF;000C;3FCC;30CC;3FCC;30DC;3FDC;30CE;3CC6;0000
35835,487,415,16,16,15,baseline,0,14,0302;0306;3FEE;030C;3FE0;3FE7;36CF;178C;066C;06CC;7FEC;071C;1D9C;39CE;7066;0000
35843,505,415,16,16,14,baseline,1,14,0000;3FE6;326C;366C;3FE0;3667;366F;3FEF;316C;3FEC;39EC;39FC;3FBC;39BE;3814;0000
35889,523,415,16,16,15,baseline,0,14,08C0;0CC6;3FF6;3FFC;3DA0;1DEF;7FFF;7FFC;000C;1FEC;106C;1FFC;107C;1FEE;1864;0000
36127,541,415,16,16,14,baseline,0,14,0030;0030;07F8;031C;038E;1FFF;180D;18CC;18CC;18CC;18CC;196C;0770;1E3F;300F;0000
36129,559,415,16,16,15,baseline,1,14,0000;3FFE;1FFE;00C0;7FFF;3FFF;0000;1FFC;180C;18CC;18CC;18CC;07E4;3F7C;381F;0000
36130,1,433,16,16,16,baseline,0,14,3000;303E;3026;7F2A;FFAA;382A;3C2A;3C2A;3E2A;372A;33AE;33DC;31BC;3C66;1C23;0000
36131,19,433,16,16,15,baseline,0,15,00C0;00C0;3FFE;1FFC;1FFC;7FFF;3FFF;0000;1FFC;18CC;18CC;18CC;0BE4;1F78;381F;0002
36133,37,433,16,16,15,baseline,0,14,0400;067E;067E;7E4A;7F4A;334A;33CA;33CA;164A;1E4A;1C4E;1C3C;1E6C;7766;6343;0000
36134,55,433,16,16,15,baseline,0,14,0100;213E;3122;192A;1D2A;0F2A;7FEA;7FEA;0D2A;192A;192E;391C;3F34;6FE6;43A3;0000
36135,73,433,16,16,13,baseline,1,14,0000;00D8;1ECC;07EE;10FF;1FCC;1F8C;000C;0FFE;0C46;0C66;0C66;07F4;0FBC;1C0F;0000
36136,91,433,16,16,16,baseline,0,14,3F00;3FFC;030C;030C;FFFC;038C;3FEC;3FEC;332C;332C;332E;3326;2F86;3DE6;7073;0000
36138,109,433,16,16,14,baseline,0,15,0080;01E0;07F8;3EDF;38C7;0FFC;0600;0FFC;1FFC;1CC4;1CC4;1CC4;0BE4;1F38;3C1F;0002
36141,127,433,16,16,14,baseline,0,14,0180;019F;019F;3FD1;3FF5;3175;3195;3195;3795;36D5;3FD7;30CE;301E;1E33;1E11;0000
36148,145,433,16,16,16,baseline,0,14,0C00;0C7E;0C7E;7C4A;FC4A;0C4A;0C4A;0C4A;7FCA;7FCA;61CE;61BC;61BC;7FE6;7FC3;0000
36152,163,433,16,16,14,baseline,0,15,0038;3FBE;3616;3336;3336;1FBE;1DEF;0082;1FFC;18C4;18C4;18C4;1B64;1F78;3C1F;0002
36153,181,433,16,16,14,baseline,0,15,0320;1FFE;1330;1FFE;0336;3FFE;3338;3B1C;1B0F;1FFC;188C;18CC;1BEC;1F7C;3C1F;2003
36156,199,433,16,16,15,baseline,0,14,1600;361F;361F;3FD1;7FD5;0495;3595;3D95;3FF5;1DD5;1CD7;2CCE;6EDA;7F73;3101;0000
36159,217,433,16,16,15,baseline,0,14,0300;031F;3FFF;7FF1;0195;01D5;3FD5;31F5;3FF5;3195;3197;3F8E;319E;31B3;3D81;0000
36162,235,433,16,16,15,baseline,1,14,0000;0300;033E;3FA2;31AA;1BEA;0E6A;0E2A;3BEA;71EA;3FAA;319C;31BC;3FB6;3183;0000
36164,253,433,16,16,14,baseline,0,14,00C0;1FC7;3FEE;3378;1730;0D9F;38E7;2020;1FFC;1FFC;18C4;18C4;0FE4;1F3C;381F;0000
36172,271,433,16,16,15,baseline,0,14,0300;031F;331F;3FD1;1B15;7FF5;3FD5;0715;3FD5;31F5;3197;3F86;319E;3FB3;3181;0000
36175,289,433,16,16,14,baseline,0,15,0CC4;0CCC;3FFF;3FFF;3003;37FF;060C;07FC;0000;0FFE;0C46;0CC6;0D66;0FF8;3C3F;1003
36186,307,433,16,16,15,baseline,0,14,1100;133E;1B22;7FAA;0A2A;3FAA;2A2A;7FEA;3B2A;3B2A;3FAE;1B1C;3BB4;6AE6;0A43;0000
36208,325,433,16,16,15,baseline,0,14,0180;0180;3FFC;1FFC;0180;7FFE;7FFE;0180;0198;3F98;3F9C;01BC;01FC;7FE6;7F83;0000
36215,343,433,16,16,16,baseline,0,15,0030;7F30;60FE;6030;6030;62FE;7FFE;6330;0336;C3F6;C336;7E3E;3C3E;FFFE;FFE3;0002
36229,361,433,16,16,14,baseline,1,14,0000;0008;3F88;367F;3318;3308;1DFF;0098;3F9A;31FA;319E;3F9E;001E;3FFB;3FF3;0000
36234,379,433,16,16,14,baseline,1,14,0000;1C08;3418;3FFE;3F98;04BE;3CFF;1C98;1C9A;0FFA;2DDE;3EDE;3B1F;3FFB;3FF3;0000
36275,397,433,16,16,14,baseline,1,14,0000;1FFE;1FFE;1806;1806;1FFE;1FFE;00C0;00CC;1FCC;1FCC;00DE;00FE;3FF3;3FC3;0000
36317,415,433,16,16,15,baseline,1,14,0000;7FFE;7FE6;01E2;01E2;3FFE;3F98;3198;31FA;3FFA;3F9A;019A;01FE;7FBF;7F80;0000
36319,433,433,16,16,15,baseline,1,14,0000;7FFE;61E6;61E2;7FE2;61FE;7F98;7F9A;4DFA;6DBA;399A;199A;31FE;6F9F;4380;0000
36335,451,433,16,16,16,baseline,0,14,0200;037E;3F66;3BE6;3BFE;1EFE;1C18;1E1A;7F7A;F3FA;7F9A;719A;71FA;71FF;7F87;0000
36523,469,433,16,16,14,baseline,0,14,00C0;00C0;0FFC;0C0C;0C0C;0FFC;3C0C;3FFC;1C0C;0FFF;0FFF;0DC0;0CF0;0FBE;0F87;0000
36712,487,433,16,16,14,baseline,1,14,0000;010C;010C;013F;013F;0FCE;0D1B;0D1B;0DBF;0D98;0DB8;0CBF;2CDF;3CD8;3C78;0000
36716,505,433,16,16,15,baseline,0,14,060C;060C;3FFF;3FBF;0306;3FDA;7FDB;01BF;3FBF;3F98;1838;0DBF;071F;1E18;1818;0000
36718,523,433,16,16,15,baseline,1,14,0000;060C;0F3F;0F3F;198E;30CE;61EB;19BF;1D9F;0F88;03BC;21BF;218F;3F88;3F08;0000
36724,541,433,16,16,14,baseline,0,14,060C;060C;063F;063F;3FC6;3FDA;36DB;36FF;3FFF;3FD8;36F8;36FF;36DF;3FD8;3FD8;0000
36731,559,433,16,16,15,baseline,0,14,0004;3FC4;3FBF;1C3F;0E06;0F0B;3FCB;30FF;3F9F;3FC8;063C;063F;0609;7FC8;7FC8;0000
36733,1,451,16,16,15,baseline,0,14,0B18;1B18;33FF;1318;3FFF;3FFF;360C;36FF;1E06;1E37;0EFF;0E30;6FFF;3F3F;39B0;0000
36745,19,451,16,16,15,baseline,0,14,0004;3FF5;3FF5;235F;3FDF;3FCE;05BF;079F;3FCA;3FCA;060A;7FFB;3FDF;060D;0601;0000
36755,37,451,16,16,15,baseline,0,14,0606;0706;0F9F;38FF;7FE2;000F;23EF;2BFF;2B7F;2BEC;2B7C;2BFF;2B6F;336C;3BEC;0000
36776,55,451,16,16,14,baseline,1,14,0000;0C86;0886;1F9F;16FB;16EB;14EA;1FBF;3FBF;08A6;0CDF;1FDF;0846;0862;0833;0000
36793,73,451,16,16,14,baseline,1,14,0000;0306;030C;030C;3FE8;3FE0;318E;318F;318C;31CC;30CC;1E6C;1E3C;3FFE;3FE2;0000
36798,91,451,16,16,15,baseline,0,14,0302;0307;0306;3FEC;7FF4;0300;0307;078F;0D8C;1DCC;38EC;307C;202E;7FFF;7FF3;0000
36807,109,451,16,16,15,baseline,0,14,0C00;0C03;0C06;3FEE;3FF4;0C00;0C67;0CEF;0CCC;0C8C;0C0C;0F8C;070E;7FFF;3FF1;0000
36816,127,451,16,16,15,baseline,1,14,0000;3FC6;3FDC;0018;0000;7FE0;7FEF;1B8E;198C;30CC;3FEC;7FEC;001C;7FFE;7FE6;0000
36817,145,451,16,16,15,baseline,0,14,3E02;3FE7;0066;006C;0060;7FE0;3FE7;0C6F;0C6C;0C6C;0C7C;0C3C;0C3E;7FFB;3FF1;0000
36820,163,451,16,16,15,baseline,1,14,0000;3FC6;3FCE;00CC;3FC0;3FC0;38CE;3BCF;1FCC;1E6C;1F6C;33FC;21BC;7FFF;7FE2;0000
36824,181,451,16,16,15,baseline,0,14,0004;7FEE;7FFC;0608;0700;0700;1F8F;3FCE;766C;662C;060C;060C;061E;7FFF;7FE3;0000
36825,199,451,16,16,14,baseline,0,14,0100;0383;0307;3FFE;3FF0;0C30;06E7;07C7;0786;0F86;1CE6;3876;101E;3FFF;3FF1;0000
36827,217,451,16,16,15,baseline,1,14,0000;0CC3;0CC6;3FFC;3FF4;0CC0;0CC7;3FEF;7FFC;0CCC;0CEC;0C6C;0C2E;7FFF;3FF1;0000
36828,235,451,16,16,15,baseline,1,14,0000;3FC6;3FCE;0018;0000;7FE0;7FEF;0D8E;0D8C;4D8C;4CCC;7CFC;383C;7FFE;7FE2;0000
36830,253,451,16,16,16,baseline,0,14,0100;030E;7FEC;0198;0CC0;0CC0;7FEF;3FCC;0C0C;7FEC;7FEC;0C0C;0C1C;FFFF;7FE2;0000
36831,271,451,16,16,14,baseline,0,14,0002;3FE7;3FEE;306C;3060;3FE0;1FEF;066F;0E6C;1C6C;183C;303C;103E;3FFF;3FF3;0000
36857,289,451,16,16,14,baseline,0,14,0100;0303;3FF7;3FFE;0D80;1DA0;3DB7;3CB7;2CDE;2CDE;0CC6;0F66;073E;3FFF;3FF1;0000
36861,307,451,16,16,16,baseline,0,14,0600;0606;3FCC;30D8;30C0;3FC0;00DF;00DE;7FD8;60D8;60D8;7FD8;7FDC;C07E;FFE6;0000
36864,325,451,16,16,14,baseline,1,14,0000;1FC3;1847;184E;1FC4;1840;1FC7;3247;3F44;0E44;1FE4;39F4;106E;203F;3FF1;0000
36873,343,451,16,16,15,baseline,0,14,0300;0363;0367;3FEE;0334;0300;3FF7;3FF7;06C6;26C6;66E6;3C76;3C3E;3FFF;3FF3;0000
36880,361,451,16,16,15,baseline,1,14,0000;7FE6;070C;238C;77E0;3F60;1F8F;1CEE;3F2C;6F8C;4CEC;0F6C;071C;7FFE;7FE2;0000
36882,379,451,16,16,14,baseline,0,14,0840;0CC3;1FE7;1FF6;1304;1FE0;0367;0367;3FF6;3384;3BE4;1B74;030E;3FFF;3FF1;0000
36884,397,451,16,16,14,baseline,0,14,0300;0383;0FCE;3CF4;3FF8;0FD0;0307;3FF7;0B06;1F66;1B36;333E;01CE;3FFF;3FF1;0000
36890,415,451,16,16,15,baseline,1,14,0000;7FE6;398E;1F9C;7FC8;7FE0;666E;7FEF;6668;7FE8;6668;6668;767C;407E;7FE2;0000
36895,433,451,16,16,14,baseline,0,14,0300;0303;3FF7;030E;0304;3FF0;3337;3FFE;078C;0FCC;1B6C;337C;031E;303F;3FF1;0000
36896,451,451,16,16,16,baseline,0,14,0680;06C6;06CE;7FFC;0668;FFE0;7FEE;000F;3FCC;30CC;30CC;3FCC;3FDC;407E;FFE6;0000
36947,469,451,16,16,14,baseline,0,14,0840;0CC3;3FF7;3FF6;0384;1FE0;186F;1FEF;186C;1FEC;186C;1FEC;1FEE;207F;3FF1;0000
37027,487,451,16,16,14,baseline,1,14,0000;3F7F;3F7F;336C;1B6C;1B7F;0F7F;1B6C;337F;337F;3366;3F66;3F63;037B;0339;0000
37051,505,451,16,16,15,baseline,0,14,0030;7C30;7C78;6CDC;2F8E;3F37;3C62;3CFC;6DFC;6CC0;6CE0;7C6C;7C38;0C30;0C60;0000
37096,523,451,16,16,14,baseline,0,14,0018;3E18;3EFF;32FF;3266;1A66;1AFF;1BFF;3200;327E;32FF;36C3;3EC3;02FF;02C3;0000
37117,541,451,16,16,15,baseline,0,14,0010;7F90;7FFE;66F8;66F0;37FF;37FE;3638;67FC;678F;478E;67FC;7F8C;07FC;078C;0000
37197,559,451,16,16,14,baseline,2,14,0000;0000;3FFE;3F3C;303C;30FF;3FDB;3FDB;31DF;01F7;01C3;01FF;21C3;31FF;3FC3;0000
37321,1,469,16,16,15,baseline,0,14,0C30;0C3F;0C1A;0C7A;7FBE;7FBE;6DFF;6DFF;7F9C;7FBC;6DFE;6D9E;6D9B;7F98;7F98;0000
37322,19,469,16,16,15,baseline,0,14,0030;7FFF;7F9A;3B7A;1E3E;1F18;7BFF;6CDC;0C3C;3FBC;0C7E;7F9B;7FDB;0C18;0C18;0000
37325,37,469,16,16,15,baseline,0,14,1E00;3FFC;07FC;7FFE;7FFE;3FFC;318C;3FFC;318C;3FFC;0180;3FFC;0180;7FFF;7FFE;0000
37327,55,469,16,16,15,baseline,1,14,0000;0FFC;0FFC;0FFC;0FFC;3FFF;3FFF;1FFE;1FFE;1FFE;1FFE;00C0;1FFE;00C0;7FFF;0000
37329,73,469,16,16,15,baseline,1,14,0000;0180;03C0;0770;1C3C;7FFF;6FFE;0180;3FFC;3FFE;1998;0D98;0DB0;7FFE;7FFE;0000
37775,91,469,16,16,14,baseline,0,14,0302;3FFE;0CC4;1863;1FF6;1B6C;3B7E;39FB;07F8;3FFF;3FFF;00C0;1FFE;06D8;3FFF;0000
